EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,EXT1_E,EXT2_E,EXT3_E,EXT4_E,EXT5_E,EXT6_E,EXT7_E,EXT8_E,EXT9_E,EXT10_E,EST1_E,EST2_E,EST3_E,EST4_E,EST5_E,EST6_E,EST7_E,EST8_E,EST9_E,EST10_E,AGR1_E,AGR2_E,AGR3_E,AGR4_E,AGR5_E,AGR6_E,AGR7_E,AGR8_E,AGR9_E,AGR10_E,CSN1_E,CSN2_E,CSN3_E,CSN4_E,CSN5_E,CSN6_E,CSN7_E,CSN8_E,CSN9_E,CSN10_E,OPN1_E,OPN2_E,OPN3_E,OPN4_E,OPN5_E,OPN6_E,OPN7_E,OPN8_E,OPN9_E,OPN10_E,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
4.0,1.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,5.0,5.0,4.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,5.0,4.0,6901.0,8463.0,4904.0,29156.0,1752.0,2463.0,3070.0,2623.0,2349.0,2360.0,2681.0,3147.0,4322.0,727428.0,4601.0,2351.0,5420.0,1804.0,2742.0,2528.0,2512.0,11541.0,3244.0,3905.0,2558.0,2679.0,3114.0,2257.0,3012.0,3189.0,2916.0,1569.0,2730.0,2431.0,5644.0,4467.0,3781.0,7447.0,2488.0,2184.0,3178.0,4648.0,14212.0,4632.0,1630.0,3041.0,2794.0,3173.0,3209.0,2638.0,2016-03-03 02:23:23,1600.0,1200.0,24.0,940.0,8,3,GB,51.5,-0.13
1.0,3.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,3.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,4.0,4.0,4.0,5.0,2313.0,4171.0,3011.0,2116.0,2258.0,3731.0,10906.0,2279.0,2767.0,2502.0,3347.0,3810.0,1624.0,2869.0,6045.0,5385.0,3002.0,3549.0,6171.0,1371.0,4986.0,3003.0,4022.0,5418.0,2775.0,4110.0,3444.0,4345.0,1614.0,8727.0,2862.0,3113.0,3731.0,2854.0,3301.0,8311.0,12554.0,2352.0,3410.0,1944.0,1498.0,3779.0,1631.0,6313.0,1851.0,1842.0,3647.0,2173.0,2617.0,2132.0,2016-03-03 02:26:37,1366.0,768.0,4.0,189.0,5,1,AU,-31.6448,152.7946
2.0,2.0,3.0,5.0,3.0,3.0,1.0,4.0,1.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,3.0,3.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,2607.0,1955.0,2164.0,1408.0,3145.0,2024.0,2152.0,2100.0,1424.0,1880.0,1219.0,3324.0,1452.0,1476.0,2884.0,1536.0,1912.0,1256.0,1512.0,948.0,4251.0,1268.0,1356.0,1484.0,1831.0,1804.0,2892.0,2419.0,2364.0,1516.0,2172.0,2876.0,2672.0,2384.0,2724.0,1532.0,931.0,3356.0,1444.0,1640.0,2216.0,1856.0,1732.0,1735.0,1092.0,1732.0,1861.0,1540.0,1484.0,1184.0,2016-03-03 02:27:49,1920.0,1080.0,275.0,99.0,4,1,GB,51.5,-0.13
2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,5.0,2.0,5.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,5.0,1.0,5.0,2.0,4.0,3.0,5.0,2.0,5.0,2.0,4.0,1.0,3.0,4.0,5.0,3.0,6552.0,2912.0,1360.0,2368.0,1912.0,2816.0,1808.0,1350.0,2848.0,1584.0,1135.0,4594.0,1336.0,1752.0,2119.0,1474.0,1579.0,2112.0,1255.0,1336.0,1341.0,1208.0,2280.0,1640.0,1743.0,1344.0,2102.0,1792.0,1904.0,2072.0,1608.0,1712.0,1672.0,2752.0,1744.0,2984.0,1837.0,1544.0,1464.0,2536.0,1351.0,2350.0,2112.0,1752.0,1400.0,1744.0,1730.0,1640.0,1872.0,2016.0,2016-03-03 02:28:06,2560.0,1440.0,7.0,101.0,8,1,GB,51.5833,-3.2167
2.0,4.0,5.0,4.0,4.0,1.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,4.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,3.0,1.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,66291.0,7639.0,11751.0,7917.0,8821.0,13492.0,11075.0,15802.0,26925.0,7881.0,8704.0,6311.0,5567.0,17017.0,11011.0,12379.0,7126.0,6060.0,4489.0,3995.0,6227.0,7262.0,5414.0,10026.0,25401.0,12106.0,7362.0,8470.0,3740.0,18925.0,8393.0,5943.0,22055.0,13174.0,9951.0,10202.0,16399.0,11272.0,5144.0,18321.0,9536.0,9592.0,11259.0,17958.0,12457.0,5293.0,5703.0,4796.0,15361.0,6056.0,2016-03-03 02:30:46,1366.0,768.0,5.0,586.0,14,1,SE,58.3013,14.2878
2.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0,2.0,4.0,5.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,5.0,2.0,5.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,7476.0,2291.0,3055.0,3252.0,5151.0,2201.0,4907.0,3093.0,1028.0,6672.0,2851.0,4240.0,3943.0,1911.0,3049.0,4947.0,3544.0,1751.0,3599.0,4343.0,5573.0,3062.0,3135.0,1219.0,3834.0,1171.0,1703.0,3307.0,4517.0,3352.0,3357.0,6901.0,5467.0,2760.0,3213.0,44893.0,3548.0,3022.0,7027.0,4723.0,2457.0,3591.0,6771.0,1965.0,2188.0,3446.0,12886.0,2729.0,4261.0,2500.0,2016-03-03 02:31:31,360.0,640.0,7.0,234.0,6,1,CH,46.0083,8.9495
3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,5.0,1.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,4.0,1.0,4.0,5.0,9135.0,4053.0,3881.0,3885.0,12883.0,3619.0,4586.0,4525.0,5217.0,5029.0,6248.0,12136.0,3954.0,4666.0,10503.0,3767.0,10494.0,3834.0,3785.0,2450.0,4200.0,5283.0,3862.0,12300.0,5451.0,5198.0,6020.0,8120.0,4833.0,4307.0,20369.0,3433.0,4949.0,6319.0,8783.0,8118.0,5868.0,3997.0,7567.0,5748.0,2666.0,3656.0,4064.0,10135.0,3115.0,6601.0,3226.0,6435.0,7599.0,2127.0,2016-03-03 02:33:42,768.0,1024.0,33.0,305.0,8,2,FR,44.737,2.1233
3.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,1.0,4.0,4.0,5.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,4.0,11793.0,4232.0,4272.0,4199.0,1503.0,3344.0,5761.0,5943.0,3823.0,2751.0,5857.0,4867.0,2560.0,32973.0,4352.0,2065.0,1968.0,15395.0,1864.0,2740.0,6201.0,2344.0,3408.0,4169.0,5200.0,2120.0,5794.0,6497.0,2800.0,4193.0,2663.0,17752.0,2832.0,4711.0,7760.0,5263.0,3609.0,34713.0,2768.0,7248.0,3320.0,4344.0,3600.0,8431.0,3017.0,5751.0,4535.0,3576.0,4992.0,2020.0,2016-03-03 02:33:52,1920.0,1080.0,2.0,299.0,18,1,FR,48.8833,2.2667
2.0,2.0,0.0,2.0,5.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,6614.0,3253.0,0.0,2948.0,2886.0,5788.0,7362.0,3486.0,5833.0,1864.0,9658.0,4485.0,1668.0,5530.0,2208.0,7753.0,3079.0,3923.0,3539.0,3557.0,3635.0,6331.0,2160.0,2254.0,3378.0,10014.0,2161.0,9255.0,4618.0,5679.0,6474.0,3144.0,6786.0,5788.0,8226.0,3362.0,4882.0,5530.0,2792.0,3688.0,3057.0,12574.0,2926.0,7642.0,5108.0,3307.0,5445.0,5451.0,6004.0,3237.0,2016-03-03 02:35:21,1536.0,864.0,6.0,243.0,10,1,GB,52.75,-3.8833
1.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,1.0,3.0,5.0,3.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,4.0,1.0,5.0,3.0,5.0,1.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,2.0,1.0,4.0,5.0,5.0,3.0,2232.0,2280.0,2384.0,1008.0,1904.0,7768.0,2480.0,1784.0,2416.0,5280.0,1104.0,2328.0,1560.0,1088.0,3824.0,1120.0,9264.0,3784.0,1784.0,1792.0,1872.0,768.0,2080.0,58608.0,1784.0,1232.0,1144.0,2272.0,1112.0,1640.0,2272.0,3656.0,808.0,2512.0,1744.0,2832.0,1904.0,2240.0,1568.0,1728.0,912.0,3448.0,824.0,2896.0,2176.0,2416.0,1416.0,2360.0,1120.0,1248.0,2016-03-03 02:38:28,1440.0,900.0,33.0,170.0,158,1,GB,51.5142,-0.0931
5.0,1.0,4.0,1.0,5.0,2.0,5.0,2.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,1.0,4.0,1.0,3.0,5.0,3.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,4281.0,3342.0,6485.0,2471.0,1508.0,3423.0,14518.0,3106.0,2496.0,2403.0,413.0,4440.0,2430.0,8096.0,2097.0,2445.0,1809.0,1681.0,1986.0,2490.0,5728.0,2780.0,663.0,5988.0,2905.0,762.0,1229.0,6650.0,555.0,3752.0,3204.0,2920.0,4362.0,913.0,2714.0,4655.0,1761.0,706.0,2065.0,2314.0,2875.0,4311.0,2032.0,655.0,2025.0,2319.0,1937.0,5424.0,2051.0,2366.0,2016-03-03 02:39:16,1024.0,768.0,4.0,156.0,14,1,TH,13.75,100.4667
3.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0,4895.0,1838.0,2198.0,1184.0,3245.0,3606.0,1912.0,1882.0,2370.0,1283.0,1882.0,2040.0,1492.0,3966.0,3023.0,2256.0,1326.0,1845.0,5296.0,1988.0,4245.0,1281.0,2144.0,1680.0,1059.0,1914.0,1589.0,1658.0,4132.0,1665.0,1522.0,3262.0,3488.0,2604.0,2227.0,2910.0,1419.0,2078.0,442.0,2136.0,960.0,2716.0,1020.0,3466.0,1957.0,1426.0,1365.0,1777.0,3133.0,1096.0,2016-03-03 02:39:37,1920.0,1200.0,3.0,113.0,8,1,GB,52.2,0.1167
2.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,4.0,3.0,4.0,3.0,10603.0,9277.0,2348.0,4290.0,6426.0,2585.0,4728.0,2568.0,4965.0,2977.0,5427.0,4059.0,1300.0,3543.0,2943.0,2521.0,4115.0,1956.0,3006.0,1907.0,5022.0,2015.0,2626.0,3132.0,2197.0,1594.0,4290.0,3726.0,2854.0,3309.0,2790.0,4557.0,4844.0,4299.0,2756.0,13206.0,2112.0,5053.0,3800.0,2641.0,5582.0,5284.0,1924.0,5101.0,2602.0,3249.0,2059.0,4338.0,3978.0,1472.0,2016-03-03 02:40:14,1920.0,1080.0,15.0,196.0,9,1,GB,51.5,-0.13
5.0,1.0,5.0,2.0,5.0,1.0,5.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,2.0,5.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,5.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,4.0,4.0,4.0,9603.0,48568.0,4696.0,4296.0,2576.0,2631.0,4848.0,6216.0,4032.0,3424.0,3776.0,2304.0,2416.0,6464.0,4432.0,4384.0,2248.0,3832.0,5272.0,6656.0,2127.0,1671.0,1920.0,3368.0,2744.0,2584.0,2784.0,1872.0,2400.0,3223.0,2984.0,3000.0,2080.0,4944.0,1880.0,5775.0,2968.0,3856.0,2480.0,4272.0,2088.0,5736.0,2776.0,2424.0,2304.0,4168.0,4328.0,3912.0,2592.0,1184.0,2016-03-03 02:42:18,1440.0,900.0,4.0,224.0,12,3,GB,51.5,-0.13
2.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,5.0,2.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,5159.0,1848.0,2041.0,3896.0,2664.0,1288.0,2800.0,1344.0,1513.0,1392.0,2064.0,1640.0,2080.0,3712.0,2344.0,4471.0,1752.0,3576.0,3648.0,2320.0,1695.0,3024.0,5247.0,3064.0,9215.0,2536.0,4944.0,2128.0,2367.0,840.0,5568.0,8328.0,3480.0,3096.0,2312.0,4808.0,3768.0,1712.0,3336.0,1840.0,3944.0,2591.0,3656.0,4503.0,2648.0,4600.0,2688.0,1831.0,7176.0,1280.0,2016-03-03 02:42:39,1366.0,768.0,25.0,163.0,8,1,IT,42.8333,12.8333
3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0,23500.0,2497.0,2606.0,1670.0,2689.0,2904.0,2259.0,3471.0,1826.0,1788.0,1961.0,1964.0,1586.0,3430.0,4548.0,3660.0,2408.0,3444.0,5322.0,1718.0,1736.0,2869.0,3961.0,1109.0,8151.0,2532.0,3445.0,1606.0,1755.0,1696.0,1955.0,2538.0,3897.0,1463.0,1988.0,2625.0,1697.0,1954.0,1062.0,2711.0,2200.0,2665.0,1456.0,1090.0,709.0,1403.0,3199.0,1133.0,1558.0,3878.0,2016-03-03 02:43:01,1440.0,900.0,474.0,147.0,5,5,AU,-27.0,133.0
3.0,3.0,5.0,2.0,5.0,1.0,4.0,2.0,5.0,1.0,2.0,5.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,5.0,2.0,4.0,1.0,4.0,1.0,4.0,3.0,5.0,4.0,12691.0,22505.0,7508.0,7606.0,11117.0,9386.0,6952.0,13349.0,7415.0,9641.0,11334.0,7118.0,59585.0,6257.0,11234.0,6367.0,22432.0,6484.0,5826.0,5341.0,7316.0,7330.0,5292.0,7832.0,6118.0,5864.0,5149.0,5635.0,4851.0,7385.0,15252.0,16619.0,27054.0,5615.0,7185.0,9622.0,8084.0,4433.0,10109.0,9611.0,34802.0,16818.0,1286.0,9360.0,8782.0,8167.0,6720.0,20320.0,5633.0,4451.0,2016-03-03 02:43:12,768.0,1024.0,170.0,547.0,14,2,FR,44.737,2.1233
2.0,1.0,4.0,1.0,5.0,2.0,2.0,5.0,1.0,3.0,4.0,0.0,5.0,2.0,4.0,4.0,1.0,1.0,2.0,4.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,4.0,3.0,15055.0,4193.0,2248.0,3655.0,3104.0,2208.0,5360.0,936.0,2696.0,4935.0,4024.0,0.0,3048.0,3944.0,3712.0,2839.0,2512.0,9752.0,2928.0,4480.0,3832.0,4064.0,2352.0,3377.0,3080.0,2536.0,4216.0,15264.0,4224.0,2145.0,3720.0,3808.0,4560.0,2392.0,5312.0,5120.0,3760.0,2768.0,1912.0,6816.0,4727.0,5568.0,7176.0,4512.0,3248.0,2993.0,10832.0,5064.0,6152.0,5192.0,2016-03-03 02:43:54,1024.0,768.0,13.0,224.0,15,1,IN,20.0,77.0
2.0,4.0,5.0,3.0,5.0,1.0,3.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,12503.0,13580.0,20980.0,58132.0,8413.0,39220.0,11047.0,68530.0,47971.0,19273.0,29608.0,10761.0,2724.0,116372.0,57349.0,37385.0,59785.0,42604.0,3096.0,3348.0,5099.0,8563.0,3540.0,111468.0,4528.0,43729.0,4325.0,39016.0,37218.0,44504.0,7852.0,52929.0,2692.0,49758.0,64288.0,72196.0,39052.0,38640.0,5035.0,2885.0,6593.0,15951.0,3012.0,8005.0,3395.0,6616.0,5231.0,4589.0,3684.0,3132.0,2016-03-03 02:46:07,1366.0,768.0,1254.0,1396.0,53,1,ES,41.3994,2.1757
3.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,1.0,5.0,3.0,4.0,2.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,1.0,5.0,2.0,5.0,3.0,5864.0,4167.0,4152.0,3040.0,3319.0,2519.0,3839.0,2898.0,2606.0,2807.0,3416.0,5784.0,3144.0,5544.0,3470.0,3056.0,3921.0,2239.0,1936.0,3230.0,4190.0,2384.0,4984.0,2968.0,6524.0,3615.0,4735.0,3046.0,2456.0,3063.0,4007.0,5272.0,7776.0,3591.0,3112.0,4558.0,6214.0,19028.0,3055.0,4784.0,3264.0,5567.0,3615.0,3585.0,2960.0,2231.0,2974.0,3320.0,3383.0,3575.0,2016-03-03 02:46:28,1438.0,808.0,90.0,208.0,13,3,IN,20.0,77.0
4.0,2.0,4.0,2.0,3.0,0.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,4.0,2.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,1.0,4.0,4.0,2.0,5.0,8597.0,24843.0,6779.0,4528.0,2684.0,0.0,6939.0,3939.0,5014.0,3124.0,8369.0,4160.0,1752.0,3431.0,2399.0,4751.0,3297.0,14795.0,2032.0,3854.0,9182.0,2273.0,8141.0,5925.0,9237.0,4546.0,4340.0,4121.0,5073.0,3086.0,11034.0,13350.0,3166.0,4944.0,19288.0,5367.0,3072.0,15792.0,8450.0,2622.0,3408.0,3650.0,1812.0,6630.0,4373.0,3567.0,3629.0,2406.0,4566.0,1367.0,2016-03-03 02:53:26,360.0,640.0,648.0,295.0,17,1,FR,43.6043,1.4437
3.0,3.0,4.0,3.0,4.0,0.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,2.0,5.0,4.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,5.0,3.0,4.0,3.0,5743.0,3477.0,6130.0,3436.0,4787.0,0.0,7263.0,2542.0,9142.0,5022.0,4051.0,5300.0,3047.0,2178.0,6420.0,6293.0,1379.0,2811.0,4357.0,2529.0,6150.0,2140.0,6325.0,3275.0,2916.0,9187.0,3705.0,4639.0,2884.0,1541.0,8344.0,2399.0,2773.0,3466.0,3422.0,4165.0,11687.0,7538.0,3436.0,2848.0,3632.0,3414.0,1990.0,4290.0,5537.0,6060.0,2743.0,3788.0,4569.0,6208.0,2016-03-03 02:54:06,1366.0,768.0,8.0,223.0,11,1,IN,20.0,77.0
2.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,3.0,2.0,5.0,1.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,5.0,4.0,5556.0,4695.0,4904.0,7872.0,5817.0,2736.0,3408.0,7863.0,9719.0,3920.0,9532.0,2720.0,2168.0,5368.0,4247.0,5896.0,2440.0,1488.0,1376.0,7416.0,4133.0,5256.0,2751.0,4784.0,1247.0,5560.0,3593.0,4832.0,6137.0,7887.0,3851.0,3272.0,2744.0,3231.0,10144.0,2008.0,4367.0,5568.0,8647.0,8480.0,2545.0,2848.0,4272.0,1720.0,4352.0,9247.0,2968.0,9744.0,3352.0,5256.0,2016-03-03 02:54:14,1366.0,768.0,29.0,246.0,8,1,FR,48.86,2.35
3.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,8120.0,5664.0,4968.0,5607.0,9504.0,4880.0,5592.0,4544.0,5680.0,3544.0,5792.0,4464.0,4768.0,3648.0,6160.0,2776.0,3216.0,5784.0,4432.0,3544.0,17049.0,10704.0,5384.0,5225.0,5472.0,4760.0,3385.0,7431.0,11344.0,576.0,6111.0,4288.0,5352.0,4591.0,6912.0,6656.0,5503.0,4800.0,3536.0,10768.0,6360.0,5176.0,3872.0,5040.0,6392.0,3880.0,7328.0,3496.0,6512.0,3192.0,2016-03-03 02:55:00,1600.0,900.0,3.0,285.0,31,2,AE,24.0,54.0
4.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,1.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,5.0,3.0,5.0,4.0,3611.0,2440.0,3758.0,2182.0,1935.0,1204.0,2565.0,2160.0,3296.0,1777.0,14813.0,2790.0,2474.0,2835.0,3150.0,3072.0,5277.0,844.0,1451.0,3746.0,5444.0,1564.0,2711.0,3713.0,3791.0,889.0,4084.0,1800.0,2722.0,1969.0,979.0,2442.0,1272.0,2047.0,5580.0,3645.0,4252.0,4039.0,2048.0,1260.0,4913.0,4973.0,1441.0,2543.0,3780.0,3858.0,7098.0,3195.0,3747.0,3027.0,2016-03-03 02:57:21,2560.0,1440.0,108.0,161.0,15,1,HR,45.1667,15.5
1.0,2.0,3.0,4.0,3.0,3.0,2.0,5.0,1.0,5.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,3476.0,4488.0,2002.0,2334.0,2128.0,4202.0,6396.0,3380.0,6049.0,3768.0,1280.0,2078.0,1287.0,2774.0,6804.0,2314.0,2996.0,2823.0,3894.0,2672.0,2983.0,2422.0,2614.0,2952.0,4374.0,2628.0,2476.0,3036.0,5284.0,2954.0,3436.0,7192.0,5264.0,3136.0,2768.0,5392.0,5436.0,2522.0,3268.0,3668.0,2966.0,3606.0,2350.0,5140.0,6370.0,4036.0,2926.0,3258.0,3400.0,2568.0,2016-03-03 02:59:55,1366.0,768.0,24.0,179.0,14,1,US,36.2082,-86.879
